"Gene","Non-unique Gene name","Annotation","Number_pos_present_in","Number_neg_present_in","Number_pos_not_present_in","Number_neg_not_present_in","Sensitivity","Specificity","Odds_ratio","Naive_p","Bonferroni_p","Benjamini_H_p","Max_Pairwise_comparisons","Max_supporting_pairs","Max_opposing_pairs","Best_pairwise_comp_p","Worst_pairwise_comp_p"
"group_8926","","PLP-dependent aminotransferase family protein;aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme","36","25","1","11","97.2972972972973","30.555555555555557","15.84","0.0013779261132116796","1.0","0.11386352842702788","2","2","1","0.5","1.0"
"group_10543","","hypothetical protein","1","11","36","25","2.7027027027027026","69.44444444444444","0.06313131313131314","0.0013779261132116796","1.0","0.11386352842702788","7","1","6","0.125","0.125"
"group_2576","","PLP-dependent aminotransferase family protein","1","11","36","25","2.7027027027027026","69.44444444444444","0.06313131313131314","0.0013779261132116796","1.0","0.11386352842702788","2","1","2","0.5","1.0"
"group_6598","","carboxymuconolactone decarboxylase family protein","36","25","1","11","97.2972972972973","30.555555555555557","15.84","0.0013779261132116796","1.0","0.11386352842702788","2","2","1","0.5","1.0"
"group_7284","","SDR family oxidoreductase","1","11","36","25","2.7027027027027026","69.44444444444444","0.06313131313131314","0.0013779261132116796","1.0","0.11386352842702788","2","1","2","0.5","1.0"
"group_14265","","cupin domain-containing protein","1","11","36","25","2.7027027027027026","69.44444444444444","0.06313131313131314","0.0013779261132116796","1.0","0.11386352842702788","2","1","2","0.5","1.0"
"group_5502","","hypothetical protein","1","11","36","25","2.7027027027027026","69.44444444444444","0.06313131313131314","0.0013779261132116796","1.0","0.11386352842702788","2","1","2","0.5","1.0"
"group_13303","","nuclear transport factor 2 family protein","4","16","33","20","10.81081081081081","55.55555555555556","0.15151515151515152","0.0015848422879474876","1.0","0.12603609821897516","6","2","5","0.21875","0.6875"
"group_8244","","DNA-binding protein","21","7","16","29","56.75675675675676","80.55555555555556","5.4375","0.001595015084634659","1.0","0.12603609821897516","10","6","5","0.75390625","1.0"
"group_9887","","phosphatase PAP2 family protein","21","7","16","29","56.75675675675676","80.55555555555556","5.4375","0.001595015084634659","1.0","0.12603609821897516","5","4","4","0.375","0.375"
"group_10198","","YrzE family protein;CAP-Gly protein","30","16","7","20","81.08108108108108","55.55555555555556","5.357142857142857","0.0015950150846346612","1.0","0.12603609821897516","6","5","3","0.21875","1.0"
"group_6283","","Tar ligand binding domain-containing protein;methyl-accepting chemotaxis protein","30","16","7","20","81.08108108108108","55.55555555555556","5.357142857142857","0.0015950150846346612","1.0","0.12603609821897516","8","7","3","0.0703125","0.7265625"
"group_12677","","type II toxin-antitoxin system HicB family antitoxin","7","20","30","16","18.91891891891892","44.44444444444444","0.18666666666666668","0.0015950150846346612","1.0","0.12603609821897516","12","4","9","0.14599609375","0.3876953125"
"group_4337","","type II toxin-antitoxin system HicA family toxin","7","20","30","16","18.91891891891892","44.44444444444444","0.18666666666666668","0.0015950150846346612","1.0","0.12603609821897516","12","4","9","0.14599609375","0.3876953125"
"group_11800","","hypothetical protein","5","17","32","19","13.513513513513514","52.77777777777778","0.17463235294117646","0.0021827974528074025","1.0","0.13908755010684495","11","3","9","0.0654296875","0.2265625"
"group_12412","","MFS transporter","18","5","19","31","48.64864864864865","86.11111111111111","5.873684210526315","0.002182797452807403","1.0","0.13908755010684495","7","6","4","0.125","1.0"
"group_6808","","hypothetical protein","18","5","19","31","48.64864864864865","86.11111111111111","5.873684210526315","0.002182797452807403","1.0","0.13908755010684495","4","4","3","0.125","0.625"
"group_5374","","AEC family transporter","18","5","19","31","48.64864864864865","86.11111111111111","5.873684210526315","0.002182797452807403","1.0","0.13908755010684495","5","4","3","0.375","1.0"
"group_14378","","hypothetical protein","0","8","37","28","0.0","77.77777777777779","0.0","0.0022511572864064374","1.0","0.13908755010684495","3","0","3","0.25","0.25"
"group_8225","","hypothetical protein;acyltransferase;acyltransferase family protein","0","8","37","28","0.0","77.77777777777779","0.0","0.0022511572864064374","1.0","0.13908755010684495","3","0","3","0.25","0.25"
"group_4992","","IS110-like element ISSm3 family transposase","0","8","37","28","0.0","77.77777777777779","0.0","0.0022511572864064374","1.0","0.13908755010684495","3","0","3","0.25","0.25"
"group_2243","","SmvA family efflux MFS transporter","0","8","37","28","0.0","77.77777777777779","0.0","0.0022511572864064374","1.0","0.13908755010684495","3","0","3","0.25","0.25"
"group_96","","hypothetical protein","0","8","37","28","0.0","77.77777777777779","0.0","0.0022511572864064374","1.0","0.13908755010684495","3","0","3","0.25","0.25"
"group_13567","","alanine:cation symporter family protein","0","8","37","28","0.0","77.77777777777779","0.0","0.0022511572864064374","1.0","0.13908755010684495","3","0","3","0.25","0.25"
"group_5994","","LysR family transcriptional regulator","0","8","37","28","0.0","77.77777777777779","0.0","0.0022511572864064374","1.0","0.13908755010684495","3","0","3","0.25","0.25"
"group_4973","","hypothetical protein","0","8","37","28","0.0","77.77777777777779","0.0","0.0022511572864064374","1.0","0.13908755010684495","3","0","3","0.25","0.25"
"group_2207","","hypothetical protein","0","8","37","28","0.0","77.77777777777779","0.0","0.0022511572864064374","1.0","0.13908755010684495","3","0","3","0.25","0.25"
"group_13538","","DUF1566 domain-containing protein","0","8","37","28","0.0","77.77777777777779","0.0","0.0022511572864064374","1.0","0.13908755010684495","3","0","3","0.25","0.25"
"group_5957","","glycosyltransferase family 4 protein","0","8","37","28","0.0","77.77777777777779","0.0","0.0022511572864064374","1.0","0.13908755010684495","3","0","3","0.25","0.25"
"group_4187","","hypothetical protein","0","8","37","28","0.0","77.77777777777779","0.0","0.0022511572864064374","1.0","0.13908755010684495","3","0","3","0.25","0.25"
"group_1265","","type-F conjugative transfer system mating-pair stabilization protein TraN","0","8","37","28","0.0","77.77777777777779","0.0","0.0022511572864064374","1.0","0.13908755010684495","5","0","5","0.0625","0.0625"
"group_13468","","hypothetical protein","0","8","37","28","0.0","77.77777777777779","0.0","0.0022511572864064374","1.0","0.13908755010684495","3","0","3","0.25","0.25"
"group_5894","","carbapenem-hydrolyzing class A beta-lactamase SME-4","0","8","37","28","0.0","77.77777777777779","0.0","0.0022511572864064374","1.0","0.13908755010684495","3","0","3","0.25","0.25"
"group_3958","","glycosyltransferase family 4 protein","0","8","37","28","0.0","77.77777777777779","0.0","0.0022511572864064374","1.0","0.13908755010684495","3","0","3","0.25","0.25"
"group_1083","","right-handed parallel beta-helix repeat-containing protein","0","8","37","28","0.0","77.77777777777779","0.0","0.0022511572864064374","1.0","0.13908755010684495","3","0","3","0.25","0.25"
"group_14521","","DUF6404 family protein","0","8","37","28","0.0","77.77777777777779","0.0","0.0022511572864064374","1.0","0.13908755010684495","3","0","3","0.25","0.25"
"group_11724","","TetR family transcriptional regulator","0","8","37","28","0.0","77.77777777777779","0.0","0.0022511572864064374","1.0","0.13908755010684495","3","0","3","0.25","0.25"
"group_5151","","hypothetical protein","0","8","37","28","0.0","77.77777777777779","0.0","0.0022511572864064374","1.0","0.13908755010684495","3","0","3","0.25","0.25"
"group_3848","","glycosyltransferase","0","8","37","28","0.0","77.77777777777779","0.0","0.0022511572864064374","1.0","0.13908755010684495","3","0","3","0.25","0.25"
"group_253","","DUF4214 domain-containing protein","0","8","37","28","0.0","77.77777777777779","0.0","0.0022511572864064374","1.0","0.13908755010684495","3","0","3","0.25","0.25"
"group_10397","","polysaccharide pyruvyl transferase family protein","9","0","28","36","24.324324324324326","100.0","inf","0.0022511572864064434","1.0","0.13908755010684495","6","6","0","0.03125","0.03125"
"group_6223","","lipopolysaccharide biosynthesis protein;oligosaccharide flippase family protein","9","0","28","36","24.324324324324326","100.0","inf","0.0022511572864064434","1.0","0.13908755010684495","6","6","0","0.03125","0.03125"
"group_12134","","glycosyltransferase family 4 protein","9","0","28","36","24.324324324324326","100.0","inf","0.0022511572864064434","1.0","0.13908755010684495","6","6","0","0.03125","0.03125"
"group_9747","","glycosyltransferase;hypothetical protein","9","0","28","36","24.324324324324326","100.0","inf","0.0022511572864064434","1.0","0.13908755010684495","6","6","0","0.03125","0.03125"
"group_5888","","MFS transporter","9","0","28","36","24.324324324324326","100.0","inf","0.0022511572864064434","1.0","0.13908755010684495","4","4","0","0.125","0.125"
"group_12031","","hypothetical protein;glycoside hydrolase family 5 protein","9","0","28","36","24.324324324324326","100.0","inf","0.0022511572864064434","1.0","0.13908755010684495","6","6","0","0.03125","0.03125"
"group_9546","","amidohydrolase;M20 family metallopeptidase","9","0","28","36","24.324324324324326","100.0","inf","0.0022511572864064434","1.0","0.13908755010684495","4","4","0","0.125","0.125"
"group_5378","","LysR family transcriptional regulator","9","0","28","36","24.324324324324326","100.0","inf","0.0022511572864064434","1.0","0.13908755010684495","4","4","0","0.125","0.125"
"group_11838","","glycosyltransferase","9","0","28","36","24.324324324324326","100.0","inf","0.0022511572864064434","1.0","0.13908755010684495","6","6","0","0.03125","0.03125"
"group_7907","","LysE family translocator","9","0","28","36","24.324324324324326","100.0","inf","0.0022511572864064434","1.0","0.13908755010684495","5","5","0","0.0625","0.0625"
"group_4422","","IS6-like element IS26 family transposase","9","0","28","36","24.324324324324326","100.0","inf","0.0022511572864064434","1.0","0.13908755010684495","4","4","0","0.125","0.125"
"group_11452","","hypothetical protein","9","0","28","36","24.324324324324326","100.0","inf","0.0022511572864064434","1.0","0.13908755010684495","6","6","0","0.03125","0.03125"
"group_7817","","phytanoyl-CoA dioxygenase family protein","9","0","28","36","24.324324324324326","100.0","inf","0.0022511572864064434","1.0","0.13908755010684495","4","4","0","0.125","0.125"
"group_4378","","IS200/IS605 family transposase","9","0","28","36","24.324324324324326","100.0","inf","0.0022511572864064434","1.0","0.13908755010684495","3","3","0","0.25","0.25"
"group_7299","","TDP-N-acetylfucosamine:lipid II N-acetylfucosaminyltransferase","3","14","34","22","8.108108108108109","61.111111111111114","0.13865546218487396","0.0022552359227954767","1.0","0.13908755010684495","8","3","8","0.0078125","0.7265625"
"group_7298","","oligosaccharide flippase family protein","3","14","34","22","8.108108108108109","61.111111111111114","0.13865546218487396","0.0022552359227954767","1.0","0.13908755010684495","8","3","8","0.0078125","0.7265625"
"group_6112","","glucose-1-phosphate thymidylyltransferase RfbA","3","14","34","22","8.108108108108109","61.111111111111114","0.13865546218487396","0.0022552359227954767","1.0","0.13908755010684495","8","3","8","0.0078125","0.7265625"
"group_4051","","dTDP-glucose 46-dehydratase","3","14","34","22","8.108108108108109","61.111111111111114","0.13865546218487396","0.0022552359227954767","1.0","0.13908755010684495","8","3","8","0.0078125","0.7265625"
"group_3657","","dTDP-4-amino-46-dideoxygalactose transaminase","3","14","34","22","8.108108108108109","61.111111111111114","0.13865546218487396","0.0022552359227954767","1.0","0.13908755010684495","8","3","8","0.0078125","0.7265625"
"group_6541","","NAD(P)/FAD-dependent oxidoreductase","26","12","11","24","70.27027027027027","66.66666666666666","4.7272727272727275","0.00227062687583059","1.0","0.1393569688889619","13","10","4","0.09228515625","0.266845703125"
"group_11374","","hypothetical protein","6","18","31","18","16.216216216216218","50.0","0.1935483870967742","0.002792176152310437","1.0","0.15856739999345948","11","5","7","0.548828125","1.0"
"group_9372","","Rz-like lysis system protein LysB","6","18","31","18","16.216216216216218","50.0","0.1935483870967742","0.002792176152310437","1.0","0.15856739999345948","11","5","7","0.548828125","1.0"
"group_6543","","AraC family transcriptional regulator","19","6","18","30","51.35135135135135","83.33333333333334","5.277777777777778","0.0027921761523104515","1.0","0.15856739999345948","5","4","3","0.375","1.0"
"group_9926","","AzlC family ABC transporter permease","19","6","18","30","51.35135135135135","83.33333333333334","5.277777777777778","0.0027921761523104515","1.0","0.15856739999345948","5","4","3","0.375","1.0"
"group_9921","","hypothetical protein","19","6","18","30","51.35135135135135","83.33333333333334","5.277777777777778","0.0027921761523104515","1.0","0.15856739999345948","10","6","5","0.75390625","1.0"
"group_7891","","M20 family metallo-hydrolase","18","30","19","6","48.64864864864865","16.666666666666664","0.18947368421052632","0.002792176152310452","1.0","0.15856739999345948","4","3","4","0.125","0.625"
"group_6425","","amidohydrolase;M20 family metallopeptidase","18","30","19","6","48.64864864864865","16.666666666666664","0.18947368421052632","0.002792176152310452","1.0","0.15856739999345948","4","3","4","0.125","0.625"
"group_5646","","LysR family transcriptional regulator","18","30","19","6","48.64864864864865","16.666666666666664","0.18947368421052632","0.002792176152310452","1.0","0.15856739999345948","4","3","4","0.125","0.625"
"group_8777","","pyridoxamine 5'-phosphate oxidase family protein","35","24","2","12","94.5945945945946","33.33333333333333","8.75","0.002859556054615894","1.0","0.15856739999345948","4","3","2","0.625","1.0"
"group_12763","","type 1 fimbrial protein","2","12","35","24","5.405405405405405","66.66666666666666","0.11428571428571428","0.002859556054615894","1.0","0.15856739999345948","7","2","6","0.125","0.453125"
"group_12237","","hypothetical protein","2","12","35","24","5.405405405405405","66.66666666666666","0.11428571428571428","0.002859556054615894","1.0","0.15856739999345948","7","2","6","0.125","0.453125"
"group_12841","","LuxR C-terminal-related transcriptional regulator;LuxR family transcriptional regulator","2","12","35","24","5.405405405405405","66.66666666666666","0.11428571428571428","0.002859556054615894","1.0","0.15856739999345948","7","2","6","0.125","0.453125"
"group_12762","","fimbria/pilus periplasmic chaperone","2","12","35","24","5.405405405405405","66.66666666666666","0.11428571428571428","0.002859556054615894","1.0","0.15856739999345948","7","2","6","0.125","0.453125"
"group_4288","","hypothetical protein","2","12","35","24","5.405405405405405","66.66666666666666","0.11428571428571428","0.002859556054615894","1.0","0.15856739999345948","8","1","7","0.0703125","0.0703125"
"group_12825","","fimbrial protein;type 1 fimbrial protein","2","12","35","24","5.405405405405405","66.66666666666666","0.11428571428571428","0.002859556054615894","1.0","0.15856739999345948","7","2","6","0.125","0.453125"
"group_12672","","outer membrane usher protein","2","12","35","24","5.405405405405405","66.66666666666666","0.11428571428571428","0.002859556054615894","1.0","0.15856739999345948","7","2","6","0.125","0.453125"
"group_12805","","fimbrial protein","2","12","35","24","5.405405405405405","66.66666666666666","0.11428571428571428","0.002859556054615894","1.0","0.15856739999345948","7","2","6","0.125","0.453125"
"group_12671","","type 1 fimbrial protein","2","12","35","24","5.405405405405405","66.66666666666666","0.11428571428571428","0.002859556054615894","1.0","0.15856739999345948","7","2","6","0.125","0.453125"
"group_9198","","diguanylate cyclase","35","24","2","12","94.5945945945946","33.33333333333333","8.75","0.002859556054615894","1.0","0.15856739999345948","7","5","2","0.453125","0.453125"
"group_12804","","fimbrial protein","2","12","35","24","5.405405405405405","66.66666666666666","0.11428571428571428","0.002859556054615894","1.0","0.15856739999345948","7","2","6","0.125","0.453125"
"group_12627","","type 1 fimbrial protein","2","12","35","24","5.405405405405405","66.66666666666666","0.11428571428571428","0.002859556054615894","1.0","0.15856739999345948","7","2","6","0.125","0.453125"
"group_10258","","acyltransferase","13","2","24","34","35.13513513513514","94.44444444444444","9.208333333333334","0.002859556054615895","1.0","0.15856739999345948","8","7","2","0.0703125","0.2890625"
"group_12530","","toprim domain-containing protein;DNA primase","1","10","36","26","2.7027027027027026","72.22222222222221","0.07222222222222222","0.003052049782531789","1.0","0.16560972274914001","7","1","7","0.015625","0.125"
"group_11146","","winged helix-turn-helix domain-containing protein","1","10","36","26","2.7027027027027026","72.22222222222221","0.07222222222222222","0.003052049782531789","1.0","0.16560972274914001","6","1","5","0.21875","0.21875"
"group_13664","","phage tail protein","11","1","26","35","29.72972972972973","97.22222222222221","14.807692307692308","0.003052049782531806","1.0","0.16560972274914001","3","3","1","0.25","1.0"
"group_8651","","phage late control D family protein","11","1","26","35","29.72972972972973","97.22222222222221","14.807692307692308","0.003052049782531806","1.0","0.16560972274914001","3","3","1","0.25","1.0"
"group_8650","","phage tail tape measure protein","11","1","26","35","29.72972972972973","97.22222222222221","14.807692307692308","0.003052049782531806","1.0","0.16560972274914001","3","3","1","0.25","1.0"
"group_11806","","heavy-metal-associated domain-containing protein","16","4","21","32","43.24324324324324","88.88888888888889","6.095238095238095","0.003349480445166984","1.0","0.1785202520374655","9","7","3","0.1796875","0.5078125"
"group_6523","","hypothetical protein","16","4","21","32","43.24324324324324","88.88888888888889","6.095238095238095","0.003349480445166984","1.0","0.1785202520374655","4","4","2","0.125","1.0"
"group_12126","","heavy metal translocating P-type ATPase","16","4","21","32","43.24324324324324","88.88888888888889","6.095238095238095","0.003349480445166984","1.0","0.1785202520374655","9","7","3","0.1796875","0.5078125"
"group_12015","","Cu(I)-responsive transcriptional regulator","16","4","21","32","43.24324324324324","88.88888888888889","6.095238095238095","0.003349480445166984","1.0","0.1785202520374655","9","7","3","0.1796875","0.5078125"
"group_9944","","hypothetical protein","30","17","7","19","81.08108108108108","52.77777777777778","4.7899159663865545","0.003374700643593617","1.0","0.1785202520374655","6","4","3","0.6875","1.0"
"group_7922","","hypothetical protein","17","29","20","7","45.94594594594595","19.444444444444446","0.20517241379310344","0.0033747006435936294","1.0","0.1785202520374655","6","4","4","0.6875","0.6875"
"group_12346","","phage portal protein","8","20","29","16","21.62162162162162","44.44444444444444","0.2206896551724138","0.0038969996663315784","1.0","0.20192527369438584","12","5","8","0.3876953125","0.7744140625"
"group_9438","","molecular chaperone","8","20","29","16","21.62162162162162","44.44444444444444","0.2206896551724138","0.0038969996663315784","1.0","0.20192527369438584","7","3","5","0.453125","1.0"
"group_5847","","fimbrial protein","8","20","29","16","21.62162162162162","44.44444444444444","0.2206896551724138","0.0038969996663315784","1.0","0.20192527369438584","7","3","5","0.453125","1.0"
"group_5362","","type 1 fimbrial protein","8","20","29","16","21.62162162162162","44.44444444444444","0.2206896551724138","0.0038969996663315784","1.0","0.20192527369438584","7","3","5","0.453125","1.0"
"group_6076","","iron-sulfur cluster repair protein YtfE","29","16","8","20","78.37837837837837","55.55555555555556","4.53125","0.0038969996663315784","1.0","0.20192527369438584","4","3","3","0.625","0.625"
"group_9377","","hypothetical protein","9","21","28","15","24.324324324324326","41.66666666666667","0.22959183673469388","0.004331560616546396","1.0","0.22261756453250625","4","3","3","0.625","0.625"
"group_8000","","DJ-1/PfpI family protein;glutamine amidotransferase","22","9","15","27","59.45945945945946","75.0","4.4","0.004331560616546432","1.0","0.22261756453250625","7","4","5","0.453125","1.0"
"group_10946","","hypothetical protein","5","16","32","20","13.513513513513514","55.55555555555556","0.1953125","0.004521466542037287","1.0","0.23050363504426377","5","2","4","0.375","1.0"
"group_7260","","DNA-binding transcriptional regulator","5","16","32","20","13.513513513513514","55.55555555555556","0.1953125","0.004521466542037287","1.0","0.23050363504426377","9","5","5","1.0","1.0"
"group_11053","","metalloregulator ArsR/SmtB family transcription factor","23","33","14","3","62.16216216216216","8.333333333333332","0.14935064935064934","0.004722131786434968","1.0","0.23880764870358917","7","3","5","0.453125","1.0"
"group_10298","","arsenate reductase (glutaredoxin);glutaredoxin-dependent arsenate reductase","23","33","14","3","62.16216216216216","8.333333333333332","0.14935064935064934","0.004722131786434968","1.0","0.23880764870358917","7","3","5","0.453125","1.0"
"group_9923","","glycerol kinase","26","13","11","23","70.27027027027027","63.888888888888886","4.181818181818182","0.004858357205794194","1.0","0.23990436574130466","13","9","4","0.266845703125","0.266845703125"
"group_9567","","FAD-dependent oxidoreductase;NAD(P)-binding protein","26","13","11","23","70.27027027027027","63.888888888888886","4.181818181818182","0.004858357205794194","1.0","0.23990436574130466","13","9","4","0.266845703125","0.266845703125"
"group_6536","","ethanolamine utilization protein EutH","26","13","11","23","70.27027027027027","63.888888888888886","4.181818181818182","0.004858357205794194","1.0","0.23990436574130466","13","9","4","0.266845703125","0.266845703125"
"group_5919","","DeoR/GlpR family DNA-binding transcription regulator","26","13","11","23","70.27027027027027","63.888888888888886","4.181818181818182","0.004858357205794194","1.0","0.23990436574130466","13","9","4","0.266845703125","0.266845703125"
"group_12768","","hypothetical protein","0","7","37","29","0.0","80.55555555555556","0.0","0.00512332347940774","1.0","0.23990436574130466","3","0","3","0.25","0.25"
"group_489","","hypothetical protein","0","7","37","29","0.0","80.55555555555556","0.0","0.00512332347940774","1.0","0.23990436574130466","4","0","4","0.125","0.125"
"group_12680","","SDR family oxidoreductase","0","7","37","29","0.0","80.55555555555556","0.0","0.00512332347940774","1.0","0.23990436574130466","4","0","4","0.125","0.125"
"group_12539","","alpha/beta hydrolase","0","7","37","29","0.0","80.55555555555556","0.0","0.00512332347940774","1.0","0.23990436574130466","4","0","4","0.125","0.125"
"group_12375","","alpha/beta hydrolase","0","7","37","29","0.0","80.55555555555556","0.0","0.00512332347940774","1.0","0.23990436574130466","4","0","4","0.125","0.125"
"group_12996","","conjugal transfer protein TraH","0","7","37","29","0.0","80.55555555555556","0.0","0.00512332347940774","1.0","0.23990436574130466","4","0","4","0.125","0.125"
"group_7486","","CaiF/GrlA family transcriptional regulator;hypothetical protein","0","7","37","29","0.0","80.55555555555556","0.0","0.00512332347940774","1.0","0.23990436574130466","3","0","3","0.25","0.25"
"group_5674","","hypothetical protein","8","0","29","36","21.62162162162162","100.0","inf","0.005123323479407756","1.0","0.23990436574130466","4","4","0","0.125","0.125"
"group_15061","","transcriptional regulator","8","0","29","36","21.62162162162162","100.0","inf","0.005123323479407756","1.0","0.23990436574130466","4","4","0","0.125","0.125"
"group_4436","","carbapenem-hydrolyzing class A beta-lactamase KPC-2","8","0","29","36","21.62162162162162","100.0","inf","0.005123323479407756","1.0","0.23990436574130466","4","4","0","0.125","0.125"
"group_10893","","helix-turn-helix domain-containing protein","8","0","29","36","21.62162162162162","100.0","inf","0.005123323479407756","1.0","0.23990436574130466","4","4","0","0.125","0.125"
"group_4423","","IS6-like element IS26 family transposase","8","0","29","36","21.62162162162162","100.0","inf","0.005123323479407756","1.0","0.23990436574130466","4","4","0","0.125","0.125"
"group_9159","","antirestriction protein","8","0","29","36","21.62162162162162","100.0","inf","0.005123323479407756","1.0","0.23990436574130466","4","4","0","0.125","0.125"
"group_2280","","hypothetical protein","8","0","29","36","21.62162162162162","100.0","inf","0.005123323479407756","1.0","0.23990436574130466","4","4","0","0.125","0.125"
"group_8720","","hypothetical protein;Cro/CI family transcriptional regulator","8","0","29","36","21.62162162162162","100.0","inf","0.005123323479407756","1.0","0.23990436574130466","4","4","0","0.125","0.125"
"group_1040","","hypothetical protein","8","0","29","36","21.62162162162162","100.0","inf","0.005123323479407756","1.0","0.23990436574130466","4","4","0","0.125","0.125"
"group_11389","","hypothetical protein","19","30","18","6","51.35135135135135","16.666666666666664","0.2111111111111111","0.005698443796094171","1.0","0.2629395069854693","2","2","2","0.5","0.5"
"group_7420","","hypothetical protein","19","30","18","6","51.35135135135135","16.666666666666664","0.2111111111111111","0.005698443796094171","1.0","0.2629395069854693","3","3","3","0.25","0.25"
"group_11972","","spore coat U domain-containing protein","18","6","19","30","48.64864864864865","83.33333333333334","4.7368421052631575","0.005698443796094171","1.0","0.2629395069854693","3","3","3","0.25","0.25"
"group_11185","","spore coat U domain-containing protein","18","6","19","30","48.64864864864865","83.33333333333334","4.7368421052631575","0.005698443796094171","1.0","0.2629395069854693","3","3","3","0.25","0.25"
"group_12840","","Wzy polymerase domain-containing protein;hypothetical protein;polymerase","2","11","35","25","5.405405405405405","69.44444444444444","0.12987012987012986","0.006016072016737914","1.0","0.27458916428742763","6","2","5","0.21875","0.6875"
"group_10142","","hypothetical protein","2","11","35","25","5.405405405405405","69.44444444444444","0.12987012987012986","0.006016072016737914","1.0","0.27458916428742763","3","2","2","1.0","1.0"
"group_12661","","hypothetical protein","12","2","25","34","32.432432432432435","94.44444444444444","8.16","0.006016072016737914","1.0","0.27458916428742763","9","8","2","0.0390625","0.1796875"
"group_12552","","immunity 26/phosphotriesterase HocA family protein;hypothetical protein;phosphotriesterase","10","1","27","35","27.027027027027028","97.22222222222221","12.962962962962964","0.006575976765483394","1.0","0.2886808133541908","9","8","1","0.0390625","0.0390625"
"group_4255","","biotin synthase BioB","10","1","27","35","27.027027027027028","97.22222222222221","12.962962962962964","0.006575976765483394","1.0","0.2886808133541908","6","5","1","0.21875","0.21875"
"group_12443","","hypothetical protein","1","9","36","27","2.7027027027027026","75.0","0.08333333333333333","0.0065759767654834265","1.0","0.2886808133541908","4","1","4","0.125","0.625"
"group_5746","","hypothetical protein","1","9","36","27","2.7027027027027026","75.0","0.08333333333333333","0.0065759767654834265","1.0","0.2886808133541908","3","1","2","1.0","1.0"
"group_12425","","winged helix-turn-helix domain-containing protein","1","9","36","27","2.7027027027027026","75.0","0.08333333333333333","0.0065759767654834265","1.0","0.2886808133541908","4","1","4","0.125","0.625"
"group_5106","","IS3 family transposase","1","9","36","27","2.7027027027027026","75.0","0.08333333333333333","0.0065759767654834265","1.0","0.2886808133541908","4","1","4","0.125","0.625"
"group_12328","","colicin immunity domain-containing protein;colicin D","1","9","36","27","2.7027027027027026","75.0","0.08333333333333333","0.0065759767654834265","1.0","0.2886808133541908","5","1","4","0.375","0.375"
"group_4394","","IS3 family transposase","1","9","36","27","2.7027027027027026","75.0","0.08333333333333333","0.0065759767654834265","1.0","0.2886808133541908","4","1","4","0.125","0.625"
"group_11770","","LysR family transcriptional regulator","1","9","36","27","2.7027027027027026","75.0","0.08333333333333333","0.0065759767654834265","1.0","0.2886808133541908","5","1","4","0.375","0.375"
"group_12464","","hypothetical protein","1","9","36","27","2.7027027027027026","75.0","0.08333333333333333","0.0065759767654834265","1.0","0.2886808133541908","4","1","4","0.125","0.625"
"group_10642","","hypothetical protein","1","9","36","27","2.7027027027027026","75.0","0.08333333333333333","0.0065759767654834265","1.0","0.2886808133541908","3","1","3","0.25","1.0"
"group_10906","","hypothetical protein","15","4","22","32","40.54054054054054","88.88888888888889","5.454545454545454","0.0068145880993434604","1.0","0.292155764844549","11","8","4","0.2265625","0.548828125"
"group_9791","","hypothetical protein","15","4","22","32","40.54054054054054","88.88888888888889","5.454545454545454","0.0068145880993434604","1.0","0.292155764844549","7","6","3","0.125","1.0"
"group_9478","","DUF943 family protein","15","4","22","32","40.54054054054054","88.88888888888889","5.454545454545454","0.0068145880993434604","1.0","0.292155764844549","3","3","2","0.25","1.0"
"group_12014","","efflux transporter outer membrane subunit","15","4","22","32","40.54054054054054","88.88888888888889","5.454545454545454","0.0068145880993434604","1.0","0.292155764844549","8","6","3","0.2890625","0.7265625"
"group_6319","","hypothetical protein","15","4","22","32","40.54054054054054","88.88888888888889","5.454545454545454","0.0068145880993434604","1.0","0.292155764844549","7","6","3","0.125","1.0"
"group_11371","","efflux RND transporter periplasmic adaptor subunit","15","4","22","32","40.54054054054054","88.88888888888889","5.454545454545454","0.0068145880993434604","1.0","0.292155764844549","8","6","3","0.2890625","0.7265625"
"group_12915","","undecaprenyl-phosphate glucose phosphotransferase","7","18","30","18","18.91891891891892","50.0","0.23333333333333334","0.006816890819357902","1.0","0.292155764844549","8","4","5","0.7265625","1.0"
"group_11473","","hypothetical protein","17","28","20","8","45.94594594594595","22.22222222222222","0.24285714285714285","0.00782391454099102","1.0","0.3253873405978614","11","4","7","0.548828125","0.548828125"
"group_6595","","metal ABC transporter substrate-binding protein;NLPA lipoprotein","8","19","29","17","21.62162162162162","47.22222222222222","0.24682395644283123","0.007823914540991052","1.0","0.3253873405978614","5","2","3","1.0","1.0"
"group_9246","","ABC transporter permease","8","19","29","17","21.62162162162162","47.22222222222222","0.24682395644283123","0.007823914540991052","1.0","0.3253873405978614","5","2","3","1.0","1.0"
"group_3171","","acyl-CoA dehydrogenase family protein","8","19","29","17","21.62162162162162","47.22222222222222","0.24682395644283123","0.007823914540991052","1.0","0.3253873405978614","5","2","3","1.0","1.0"
"group_7706","","RidA family protein","8","19","29","17","21.62162162162162","47.22222222222222","0.24682395644283123","0.007823914540991052","1.0","0.3253873405978614","5","2","3","1.0","1.0"
